tahun,col,Module,Record,Jenis_Saran,Field,Usulan,Risk,Status,Alias,Canonical,Tipe,Confidence,Aksi
2022,HUNTER-C62F9A0B3F62B574,akuntansi,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",AI_HUNTER_RSS,source_candidate,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja",LOW,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-A6E77AEA0DFE3C47,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,HISTORICAL_BACKFILL_REQUIRED,67,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2022,HUNTER-285C860AD26CD6C9,audit,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",AI_HUNTER_RSS,source_candidate,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja",LOW,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-81492954B3AE4FEC,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,HISTORICAL_BACKFILL_REQUIRED,67,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2022,HUNTER-F68E7E3C13D00EF8,audittrail,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",AI_HUNTER_RSS,source_candidate,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja",LOW,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-1BE25764387F7206,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,HISTORICAL_BACKFILL_REQUIRED,67,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2022,HUNTER-AA02DFDD34DC4385,bea_cukai,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",AI_HUNTER_RSS,source_candidate,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja",LOW,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-BD8BFE3EB4A33DD8,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,HISTORICAL_BACKFILL_REQUIRED,67,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2022,HUNTER-5DCAAA796A1E51F2,bumn,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",AI_HUNTER_RSS,source_candidate,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja",LOW,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-99B921F700498F4C,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,HISTORICAL_BACKFILL_REQUIRED,67,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2022,HUNTER-878075D07E2A69FE,pajak,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",AI_HUNTER_RSS,source_candidate,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja",LOW,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-4C4E2D5851E5D2C4,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,HISTORICAL_BACKFILL_REQUIRED,67,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2022,HUNTER-F7EF12C067A53FC2,parpol,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",AI_HUNTER_RSS,source_candidate,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja",LOW,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-866B9FB6793F493D,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,HISTORICAL_BACKFILL_REQUIRED,67,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2022,HUNTER-492D6C80BC1D8386,prog_daerah,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",AI_HUNTER_RSS,source_candidate,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja",LOW,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-BDE455BD7925DD59,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,HISTORICAL_BACKFILL_REQUIRED,67,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2022,HUNTER-8AEAE44CA1383AD8,prog_eksekutif,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",AI_HUNTER_RSS,source_candidate,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja",LOW,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-0EEC450C5E89FE36,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,HISTORICAL_BACKFILL_REQUIRED,67,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2022,HUNTER-3D484B30068A59A8,prog_legislatif,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",AI_HUNTER_RSS,source_candidate,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja",LOW,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-7D521A27D9215C68,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,HISTORICAL_BACKFILL_REQUIRED,67,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2022,HUNTER-BADA9E67780645C3,redflag,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",AI_HUNTER_RSS,source_candidate,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja",LOW,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-3AD2679D76C702EA,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,HISTORICAL_BACKFILL_REQUIRED,67,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2022,HUNTER-4E47749A37ACF494,risknas,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",AI_HUNTER_RSS,source_candidate,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja",LOW,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-2EB5EF3C4A2BCAA2,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,HISTORICAL_BACKFILL_REQUIRED,67,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2022,HUNTER-7A4868E2CD91DE14,sda,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",AI_HUNTER_RSS,source_candidate,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja",LOW,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-420FA60000B3104A,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,HISTORICAL_BACKFILL_REQUIRED,67,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
