tahun,col,Sektor,Komoditas_Sumber,Keterangan,Tahun,Bulan,Nilai_Ekonomi,Aksi
2023,BASELINE-FISCAL-SDA-2023,PNBP Sumber Daya Alam,Agregat SDA,Baseline agregat tahunan hasil SDA 2023; BASELINE_REVIEW_BPS_KEMENKEU_APBN_KITA_NOTA_KEUANGAN,2023,12,223300000000000,BASELINE_REVIEW
