tahun,col,Sektor,Komoditas_Sumber,Keterangan,Tahun,Bulan,Nilai_Ekonomi,Aksi
2021,BASELINE-FISCAL-SDA-2021,PNBP Sumber Daya Alam,Agregat SDA,Baseline agregat tahunan hasil SDA 2021; BASELINE_REVIEW_BPS_KEMENKEU_APBN_KITA_NOTA_KEUANGAN,2021,12,149500000000000,BASELINE_REVIEW
