tahun,col,Jenis_Pajak,Objek_Sasaran,Tarif,Tahun,Bulan,Nilai,Aksi
2023,BASELINE-FISCAL-PAJAK-2023,Penerimaan Perpajakan,Baseline agregat tahunan penerimaan pajak 2023; BASELINE_REVIEW_BPS_KEMENKEU_APBN_KITA_NOTA_KEUANGAN,,2023,12,2155400000000000,BASELINE_REVIEW
