tahun,col,Tipe,Instansi_Program,Deskripsi,Bukti,Level,Status,Dilaporkan,Aksi
2024,AIH-F9924CCB49735312,AI_HUNTER_RSS,Tempo,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta Orang tua calon mahasiswa Universitas Jember tidak lagi bekerja setelah terkena PHK sejak Oktober 2024. Dapat UKT Kelompok Tinggi.",https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,MEDIUM,DRAFT_REVIEW_NEEDS_CROSSCHECK,2026-07-20,
