tahun,col,Tanggal,Bulan,Tahun,No_Bukti,No_DIPA,No_SPM,No_SP2D,No_Kontrak,PJ,Akun,Kode_Akun,Sektor,Keterangan,Debet_Rp,Kredit_Rp,Saldo_Rp,Dokumen,Status,Aksi,Sektor_Program,Pagu_APBN,Realisasi,Sisa,Serapan
2024,BASELINE-FISCAL-AKUNTANSI-2024,2024-12-31,12,2024,,,,,,,,,Belanja Negara,Baseline agregat tahunan Belanja APBN 2024,3350300000000000,,,BASELINE_REVIEW_BPS_KEMENKEU_APBN_KITA_NOTA_KEUANGAN,BASELINE_REVIEW,AUTO_SEED_FISCAL_BASELINE,APBN,3350300000000000,3350300000000000,,
