tahun,Bln_Thn,Akun,Keterangan,Kredit_Rp,Status,Tgl,No_Bukti,Debet,Kredit,Saldo,Aksi,Modul,ID,Data,Dihapus_Pada
2026,6/2026,AI_HUNTER_DRAFT,"Purbaya Ungkap Dampak MBG di Jateng, Ciptakan 193 Ribu Lowongan Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260703172118-4-747928/purbaya-ungkap-dampak-mbg-di-jateng-ciptakan-193-ribu-lowongan-kerja,,,,AUDIT_VALIDATE_PROMOTE,parpol,MR-AI-876F47FEA6CEBD84,"Menteri Keuangan Purbaya Yudhi Sadewa mengungkapkan program Makan Bergizi Gratis di Jateng telah menjangkau 9,16 juta penerima manfaat hingga 2026. CNBC Indonesia",
2026,6/2026,AI_HUNTER_DRAFT,"Purbaya Ungkap Dampak MBG di Jateng, Ciptakan 193 Ribu Lowongan Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260703172118-4-747928/purbaya-ungkap-dampak-mbg-di-jateng-ciptakan-193-ribu-lowongan-kerja,,,,AUDIT_VALIDATE_PROMOTE,prog_daerah,MR-AI-3F66B768A03AF772,"Menteri Keuangan Purbaya Yudhi Sadewa mengungkapkan program Makan Bergizi Gratis di Jateng telah menjangkau 9,16 juta penerima manfaat hingga 2026. CNBC Indonesia",
2026,6/2026,AI_HUNTER_DRAFT,"Purbaya Ungkap Dampak MBG di Jateng, Ciptakan 193 Ribu Lowongan Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260703172118-4-747928/purbaya-ungkap-dampak-mbg-di-jateng-ciptakan-193-ribu-lowongan-kerja,,,,AUDIT_VALIDATE_PROMOTE,prog_eksekutif,MR-AI-3FC89DCE2538220C,"Menteri Keuangan Purbaya Yudhi Sadewa mengungkapkan program Makan Bergizi Gratis di Jateng telah menjangkau 9,16 juta penerima manfaat hingga 2026. CNBC Indonesia",
2026,6/2026,AI_HUNTER_DRAFT,"Purbaya Ungkap Dampak MBG di Jateng, Ciptakan 193 Ribu Lowongan Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260703172118-4-747928/purbaya-ungkap-dampak-mbg-di-jateng-ciptakan-193-ribu-lowongan-kerja,,,,AUDIT_VALIDATE_PROMOTE,prog_legislatif,MR-AI-C9F4F4294C1010CA,"Menteri Keuangan Purbaya Yudhi Sadewa mengungkapkan program Makan Bergizi Gratis di Jateng telah menjangkau 9,16 juta penerima manfaat hingga 2026. CNBC Indonesia",
2026,6/2026,AI_HUNTER_DRAFT,"Purbaya Ungkap Dampak MBG di Jateng, Ciptakan 193 Ribu Lowongan Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260703172118-4-747928/purbaya-ungkap-dampak-mbg-di-jateng-ciptakan-193-ribu-lowongan-kerja,,,,AUDIT_VALIDATE_PROMOTE,redflag,MR-AI-997EB8150DD7E0AF,"Menteri Keuangan Purbaya Yudhi Sadewa mengungkapkan program Makan Bergizi Gratis di Jateng telah menjangkau 9,16 juta penerima manfaat hingga 2026. CNBC Indonesia",
2026,6/2026,AI_HUNTER_DRAFT,"Purbaya Ungkap Dampak MBG di Jateng, Ciptakan 193 Ribu Lowongan Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260703172118-4-747928/purbaya-ungkap-dampak-mbg-di-jateng-ciptakan-193-ribu-lowongan-kerja,,,,AUDIT_VALIDATE_PROMOTE,risknas,MR-AI-10F3864E0BA421E6,"Menteri Keuangan Purbaya Yudhi Sadewa mengungkapkan program Makan Bergizi Gratis di Jateng telah menjangkau 9,16 juta penerima manfaat hingga 2026. CNBC Indonesia",
2026,6/2026,AI_HUNTER_DRAFT,"Purbaya Ungkap Dampak MBG di Jateng, Ciptakan 193 Ribu Lowongan Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260703172118-4-747928/purbaya-ungkap-dampak-mbg-di-jateng-ciptakan-193-ribu-lowongan-kerja,,,,AUDIT_VALIDATE_PROMOTE,sda,MR-AI-13F33EA9EC2F2C66,"Menteri Keuangan Purbaya Yudhi Sadewa mengungkapkan program Makan Bergizi Gratis di Jateng telah menjangkau 9,16 juta penerima manfaat hingga 2026. CNBC Indonesia",
2026,6/2026,AI_HUNTER_DRAFT,"Purbaya Ungkap Dampak MBG di Jateng, Ciptakan 193 Ribu Lowongan Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260703172118-4-747928/purbaya-ungkap-dampak-mbg-di-jateng-ciptakan-193-ribu-lowongan-kerja,,,,AUDIT_VALIDATE_PROMOTE,vendor,MR-AI-EC3DF95281FBA87F,"Menteri Keuangan Purbaya Yudhi Sadewa mengungkapkan program Makan Bergizi Gratis di Jateng telah menjangkau 9,16 juta penerima manfaat hingga 2026. CNBC Indonesia",
2026,6/2026,AI_HUNTER_DRAFT,Keluarga Dokter Icha Laporkan Tiga Anggota DPRD TTU ke Polda NTT,,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnnindonesia.com/nasional/20260703111631-12-1376378/keluarga-dokter-icha-laporkan-tiga-anggota-dprd-ttu-ke-polda-ntt,,,,AUDIT_VALIDATE_PROMOTE,prog_legislatif,MR-AI-1AF37BC66A9ABB2B,Keluarga Dokter Icha laporkan tiga anggota DPRD TTU ke Polda NTT terkait dugaan intimidasi. Kasus ini menarik perhatian publik dan dibentuk tim investiga CNN Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,Penjelasan KPK soal Sita Aset-aset Japto Ketum PP Diduga Hasil Korupsi,Rp 56.000.000.000,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnnindonesia.com/nasional/20260703092812-12-1376335/penjelasan-kpk-soal-sita-aset-aset-japto-ketum-pp-diduga-hasil-korupsi,,,,AUDIT_VALIDATE_PROMOTE,korupsi,MR-AI-6BFF445F8C65987E,KPK menyita aset milik Japto Soerjosoemarno terkait dugaan korupsi mantan Bupati Kutai Kartanegara. Aset yang disita uang senilai Rp56 miliar hingga 11 mobil. CNN Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,DPRD Beri Lampu Hijau Perubahan Nama Jawa Barat Jadi Tatar Sunda,,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnnindonesia.com/nasional/20260702194838-32-1376225/dprd-beri-lampu-hijau-perubahan-nama-jawa-barat-jadi-tatar-sunda,,,,AUDIT_VALIDATE_PROMOTE,prog_legislatif,MR-AI-B5AD86B3E1C3C17F,DPRD Jabar setujui usulan pergantian nama provinsi menjadi Tatar Sunda. Langkah ini bertujuan menjaga identitas lokal dan mendapatkan dukungan penuh fraksi. CNN Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,"Lewat Program Perluasan Pasar, Eximbank Genjot Ekspor UKM ke Kanada",Rp 7,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260703100022-4-747740/lewat-program-perluasan-pasar-eximbank-genjot-ekspor-ukm-ke-kanada,,,,AUDIT_VALIDATE_PROMOTE,vendor,MR-AI-2BD33A873E3F0D9E,"Program Perluasan Akses Pasar LPEI dan Kementerian Perdagangan sukses membuka pasar Kanada untuk 7 UKM Indonesia, dengan kontrak ekspor mencapai USD190.000. CNBC Indonesia",
2026,6/2026,AI_HUNTER_DRAFT,"DPR Ungkap Rencana Besar PFII: Pajak 0%, Pakai Sistem Common Law!",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260703085426-4-747727/dpr-ungkap-rencana-besar-pfii-pajak-0-pakai-sistem-common-law,,,,AUDIT_VALIDATE_PROMOTE,pajak,MR-AI-3120BE9BB5D63A42,DPR mengungkap keunggulan Pusat Finansial Internasional Indonesia yang dirancang untuk menarik investasi global dan meningkatkan daya saing sektor keuangan. CNBC Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,"DPR Ungkap Rencana Besar PFII: Pajak 0%, Pakai Sistem Common Law!",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260703085426-4-747727/dpr-ungkap-rencana-besar-pfii-pajak-0-pakai-sistem-common-law,,,,AUDIT_VALIDATE_PROMOTE,prog_legislatif,MR-AI-8ADC1BE0A16FD7E4,DPR mengungkap keunggulan Pusat Finansial Internasional Indonesia yang dirancang untuk menarik investasi global dan meningkatkan daya saing sektor keuangan. CNBC Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,"Neraca Dagang Defisit dan PMI Jatuh, DPR Minta Pemerintah Waspada",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260703084545-4-747720/neraca-dagang-defisit-pmi-jatuh-dpr-minta-pemerintah-waspada,,,,AUDIT_VALIDATE_PROMOTE,prog_legislatif,MR-AI-7DE8D219B2728329,"Komisi XI DPR RI mengingatkan tentang kondisi ekonomi Indonesia pada Juni 2026, dengan inflasi naik, PMI manufaktur turun, dan defisit neraca perdagangan. CNBC Indonesia",
2026,6/2026,AI_HUNTER_DRAFT,DPRD Kota Bandung Minta Penataan PKL dan UMKM Utamakan Kepastian Usaha,,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnnindonesia.com/nasional/20260625134538-25-1373184/dprd-kota-bandung-minta-penataan-pkl-dan-umkm-utamakan-kepastian-usaha,,,,AUDIT_VALIDATE_PROMOTE,prog_legislatif,MR-AI-E32D6F69727BF854,"Radea Respati nilai penataan kota perlu strategi relokasi PKL dan UMKM yang komprehensif, dorong informasi lokasi baru untuk keberlangsungan usaha. CNN Indonesia",
2026,6/2026,AI_HUNTER_DRAFT,Richard Muljadi Terancam 8 Tahun Bui Kasus Penipuan Batu Bara Rp7 M,,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnnindonesia.com/nasional/20260622071005-12-1371646/richard-muljadi-terancam-8-tahun-bui-kasus-penipuan-batu-bara-rp7-m,,,,AUDIT_VALIDATE_PROMOTE,korupsi,MR-AI-C33DC5936ECE209D,"Kejaksaan Agung menangkap buronan penipuan bisnis batu bara, Richard Arief Muljadi, di Bandara Soekarno Hatta. Ia didakwa merugikan Rp7 miliar. CNN Indonesia",
2026,6/2026,AI_HUNTER_DRAFT,Siapa Buron Kasus Batu Bara yang Ditangkap Kejagung?,Rp 7.000.000.000,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnnindonesia.com/nasional/20260621211701-12-1371580/siapa-buron-kasus-batu-bara-yang-ditangkap-kejagung,,,,AUDIT_VALIDATE_PROMOTE,korupsi,MR-AI-9CC3B650AD093447,"Tim SIRI dan Kejaksaan menangkap Richard Arief Muljadi, buronan penipuan batu bara, di Bandara Soekarno Hatta. Ia didakwa kerugian Rp7 miliar. CNN Indonesia",
2026,6/2026,AI_HUNTER_DRAFT,"Layer Baru Cukai Rokok Belum Diberlakukan, Ini Masukan DPR ke Purbaya",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260622054924-4-744437/layer-baru-cukai-rokok-belum-diberlakukan-ini-masukan-dpr-ke-purbaya,,,,AUDIT_VALIDATE_PROMOTE,prog_legislatif,MR-AI-FECDCF3FB9FDCC8B,Menteri Keuangan Purbaya Yudhi Sadewa belum menjelaskan penerapan layer cukai rokok baru ke Komisi XI DPR CNBC Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,Pemda DIY Targetkan Kawasan Malioboro Full Pedestrian Pada November,,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnnindonesia.com/nasional/20260705173651-20-1377143/pemda-diy-targetkan-kawasan-malioboro-full-pedestrian-pada-november,,,,AUDIT_VALIDATE_PROMOTE,akuntansi,MR-AI-6FF97EBE9D8503EB,Pemda DIY menargetkan kawasan Malioboro berkonsep full pedestrian di November 2026. Portal-portal pada ruas jalan mulai dipasang. CNN Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,Pemda DIY Targetkan Kawasan Malioboro Full Pedestrian Pada November,,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnnindonesia.com/nasional/20260705173651-20-1377143/pemda-diy-targetkan-kawasan-malioboro-full-pedestrian-pada-november,,,,AUDIT_VALIDATE_PROMOTE,prog_daerah,MR-AI-F5731D8D7C051AF5,Pemda DIY menargetkan kawasan Malioboro berkonsep full pedestrian di November 2026. Portal-portal pada ruas jalan mulai dipasang. CNN Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,"Muka Dua ala Eropa, Teriak Genosida Gaza, tapi Guyur Rp56 T ke Israel",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260702172035-4-747626/muka-dua-ala-eropa-teriak-genosida-gaza-tapi-guyur-rp56-t-ke-israel,,,,AUDIT_VALIDATE_PROMOTE,vendor,MR-AI-CD2DDDAC483AB605,Lembaga publik Uni Eropa terus jalin kontrak miliaran euro dengan perusahaan Israel meski ada tuduhan pelanggaran hukum. CNBC Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,"Penampakan PRJ Padat Manusia, Jastiper Borong Barang Sampai Kewalahan",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260704202842-7-748084/penampakan-prj-padat-manusia-jastiper-borong-barang-sampai-kewalahan,,,,AUDIT_VALIDATE_PROMOTE,akuntansi,MR-AI-E75A8CDED1FF6052,"Jakarta Fair 2026 makin dipadati pengunjung. Warga memborong belanjaan, jastiper berburu pesanan, hingga membawa koper untuk mengangkut barang. CNBC Indonesia",
2026,6/2026,AI_HUNTER_DRAFT,Lautan Manusia! Ribuan Pengunjung Padat Sesak di Jakarta Fair PRJ 2026,Rp 2.026.000.000.000.000,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260704185709-7-748062/lautan-manusia-ribuan-pengunjung-padat-sesak-di-jakarta-fair-prj-2026,,,,AUDIT_VALIDATE_PROMOTE,akuntansi,MR-AI-6D4D81493772068D,Pramono menargetkan Jakarta Fair 2026 mampu menarik lebih dari 6 juta pengunjung dengan nilai transaksi melampaui Rp8 triliun. CNBC Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,Lautan Manusia! Ribuan Pengunjung Padat Sesak di Jakarta Fair PRJ 2026,Rp 2.026.000.000.000.000,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260704185709-7-748062/lautan-manusia-ribuan-pengunjung-padat-sesak-di-jakarta-fair-prj-2026,,,,AUDIT_VALIDATE_PROMOTE,audit,MR-AI-CC75B8854C1D1D8D,Pramono menargetkan Jakarta Fair 2026 mampu menarik lebih dari 6 juta pengunjung dengan nilai transaksi melampaui Rp8 triliun. CNBC Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,Lautan Manusia! Ribuan Pengunjung Padat Sesak di Jakarta Fair PRJ 2026,Rp 2.026.000.000.000.000,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260704185709-7-748062/lautan-manusia-ribuan-pengunjung-padat-sesak-di-jakarta-fair-prj-2026,,,,AUDIT_VALIDATE_PROMOTE,audittrail,MR-AI-EA24141E0BF2FBF2,Pramono menargetkan Jakarta Fair 2026 mampu menarik lebih dari 6 juta pengunjung dengan nilai transaksi melampaui Rp8 triliun. CNBC Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,Lautan Manusia! Ribuan Pengunjung Padat Sesak di Jakarta Fair PRJ 2026,Rp 2.026.000.000.000.000,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260704185709-7-748062/lautan-manusia-ribuan-pengunjung-padat-sesak-di-jakarta-fair-prj-2026,,,,AUDIT_VALIDATE_PROMOTE,bea_cukai,MR-AI-CBAEF5608BA2D7E9,Pramono menargetkan Jakarta Fair 2026 mampu menarik lebih dari 6 juta pengunjung dengan nilai transaksi melampaui Rp8 triliun. CNBC Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,Lautan Manusia! Ribuan Pengunjung Padat Sesak di Jakarta Fair PRJ 2026,Rp 2.026.000.000.000.000,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260704185709-7-748062/lautan-manusia-ribuan-pengunjung-padat-sesak-di-jakarta-fair-prj-2026,,,,AUDIT_VALIDATE_PROMOTE,bumn,MR-AI-C10B4C1258E10CAA,Pramono menargetkan Jakarta Fair 2026 mampu menarik lebih dari 6 juta pengunjung dengan nilai transaksi melampaui Rp8 triliun. CNBC Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,Lautan Manusia! Ribuan Pengunjung Padat Sesak di Jakarta Fair PRJ 2026,Rp 2.026.000.000.000.000,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260704185709-7-748062/lautan-manusia-ribuan-pengunjung-padat-sesak-di-jakarta-fair-prj-2026,,,,AUDIT_VALIDATE_PROMOTE,pajak,MR-AI-23632C777C39BDCE,Pramono menargetkan Jakarta Fair 2026 mampu menarik lebih dari 6 juta pengunjung dengan nilai transaksi melampaui Rp8 triliun. CNBC Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,Lautan Manusia! Ribuan Pengunjung Padat Sesak di Jakarta Fair PRJ 2026,Rp 2.026.000.000.000.000,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260704185709-7-748062/lautan-manusia-ribuan-pengunjung-padat-sesak-di-jakarta-fair-prj-2026,,,,AUDIT_VALIDATE_PROMOTE,parpol,MR-AI-6459C470DE701D5F,Pramono menargetkan Jakarta Fair 2026 mampu menarik lebih dari 6 juta pengunjung dengan nilai transaksi melampaui Rp8 triliun. CNBC Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,Lautan Manusia! Ribuan Pengunjung Padat Sesak di Jakarta Fair PRJ 2026,Rp 2.026.000.000.000.000,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260704185709-7-748062/lautan-manusia-ribuan-pengunjung-padat-sesak-di-jakarta-fair-prj-2026,,,,AUDIT_VALIDATE_PROMOTE,prog_daerah,MR-AI-E7F4614D7530AD2C,Pramono menargetkan Jakarta Fair 2026 mampu menarik lebih dari 6 juta pengunjung dengan nilai transaksi melampaui Rp8 triliun. CNBC Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,Lautan Manusia! Ribuan Pengunjung Padat Sesak di Jakarta Fair PRJ 2026,Rp 2.026.000.000.000.000,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260704185709-7-748062/lautan-manusia-ribuan-pengunjung-padat-sesak-di-jakarta-fair-prj-2026,,,,AUDIT_VALIDATE_PROMOTE,prog_eksekutif,MR-AI-F4734FF613E2D55D,Pramono menargetkan Jakarta Fair 2026 mampu menarik lebih dari 6 juta pengunjung dengan nilai transaksi melampaui Rp8 triliun. CNBC Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,Lautan Manusia! Ribuan Pengunjung Padat Sesak di Jakarta Fair PRJ 2026,Rp 2.026.000.000.000.000,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260704185709-7-748062/lautan-manusia-ribuan-pengunjung-padat-sesak-di-jakarta-fair-prj-2026,,,,AUDIT_VALIDATE_PROMOTE,prog_legislatif,MR-AI-CEA7EEAA860A82FD,Pramono menargetkan Jakarta Fair 2026 mampu menarik lebih dari 6 juta pengunjung dengan nilai transaksi melampaui Rp8 triliun. CNBC Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,Lautan Manusia! Ribuan Pengunjung Padat Sesak di Jakarta Fair PRJ 2026,Rp 2.026.000.000.000.000,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260704185709-7-748062/lautan-manusia-ribuan-pengunjung-padat-sesak-di-jakarta-fair-prj-2026,,,,AUDIT_VALIDATE_PROMOTE,redflag,MR-AI-BA40D5DD996628E9,Pramono menargetkan Jakarta Fair 2026 mampu menarik lebih dari 6 juta pengunjung dengan nilai transaksi melampaui Rp8 triliun. CNBC Indonesia,
2026,6/2026,AI_HUNTER_DRAFT,Lautan Manusia! Ribuan Pengunjung Padat Sesak di Jakarta Fair PRJ 2026,Rp 2.026.000.000.000.000,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-20,https://www.cnbcindonesia.com/news/20260704185709-7-748062/lautan-manusia-ribuan-pengunjung-padat-sesak-di-jakarta-fair-prj-2026,,,,AUDIT_VALIDATE_PROMOTE,risknas,MR-AI-07DF439C42A98EFD,Pramono menargetkan Jakarta Fair 2026 mampu menarik lebih dari 6 juta pengunjung dengan nilai transaksi melampaui Rp8 triliun. CNBC Indonesia,
