tahun,col,Jenis_Pajak,Objek_Sasaran,Tarif,Tahun,Bulan,Nilai,Aksi
2019,BASELINE-FISCAL-PAJAK-2019,Penerimaan Perpajakan,Baseline agregat tahunan penerimaan pajak 2019; BASELINE_REVIEW_BPS_KEMENKEU_APBN_KITA_NOTA_KEUANGAN,,2019,12,1546100000000000,BASELINE_REVIEW
