tahun,col,Presiden_Era,Periode,Program_Unggulan,Est_Anggaran,Capaian,Aksi,Kementerian,Program,Target,Anggaran,Status,Misi,Program_Turunan,Anggaran_2026,PIC,Dasar_Hukum,Output,Sumber_Dana,Keterangan
2024,AIH-96077A7C9A745D61,,,,,,,,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta",,,DRAFT_REVIEW_NEEDS_EVIDENCE,,,,,https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,Orang tua calon mahasiswa Universitas Jember tidak lagi bekerja setelah terkena PHK sejak Oktober 2024. Dapat UKT Kelompok Tinggi.,APBN/APBD_NEEDS_MAPPING,AI_HUNTER_RSS
