tahun,col,Tanggal,Bulan,Tahun,No_Bukti,No_DIPA,No_SPM,No_SP2D,No_Kontrak,PJ,Akun,Kode_Akun,Sektor,Keterangan,Debet_Rp,Kredit_Rp,Saldo_Rp,Dokumen,Status,Aksi,Sektor_Program,Pagu_APBN,Realisasi,Sisa,Serapan
2015,BASELINE-FISCAL-AKUNTANSI-2015,2015-12-31,12,2015,,,,,,,,,Belanja Negara,Baseline agregat tahunan Belanja APBN 2015,1806500000000000,,,BASELINE_REVIEW_BPS_KEMENKEU_APBN_KITA_NOTA_KEUANGAN,BASELINE_REVIEW,AUTO_SEED_FISCAL_BASELINE,APBN,1806500000000000,1806500000000000,,
