tahun,col,Presiden_Era,Periode,Program_Unggulan,Est_Anggaran,Capaian,Aksi,Kementerian,Program,Target,Anggaran,Status,Misi,Program_Turunan,Anggaran_2026,PIC,Dasar_Hukum,Output,Sumber_Dana,Keterangan
2022,AIH-ACF49EC05E008602,,,,,,,,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",,,DRAFT_REVIEW_NEEDS_EVIDENCE,,,,,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022.",APBN/APBD_NEEDS_MAPPING,AI_HUNTER_RSS
