tahun,Rank,Entitas,Tipe,Tahun,Temuan_BPK,Tender_Vendor,Dokumen,Korupsi_Historis,Score,Level,Aksi,col,Instansi_Program,Deskripsi,Bukti,Status,Dilaporkan
2024,,,AI_HUNTER_RSS,,,,,,,MEDIUM,,AIH-3800E3AAD8CFF322,Tempo,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta Orang tua calon mahasiswa Universitas Jember tidak lagi bekerja setelah terkena PHK sejak Oktober 2024. Dapat UKT Kelompok Tinggi.",https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,DRAFT_REVIEW_NEEDS_CROSSCHECK,2026-07-10
