tahun,col,Jenis_Pajak,Objek_Sasaran,Tarif,Tahun,Bulan,Nilai,Aksi
2017,BASELINE-FISCAL-PAJAK-2017,Penerimaan Perpajakan,Baseline agregat tahunan penerimaan pajak 2017; BASELINE_REVIEW_BPS_KEMENKEU_APBN_KITA_NOTA_KEUANGAN,,2017,12,1343500000000000,BASELINE_REVIEW
