tahun,col,Jabatan,Instansi,Gaji_Pokok,Tunjangan_Jabatan,Tukin_TPP,Fasilitas,THR_Bonus,Perjalanan_Dinas,THP_Bln,Dasar_Hukum,Status_Audit,Aksi,Program,PIC,Sasaran,Jumlah_Penerima,Nilai_Penerima,Total_Anggaran,Realisasi,Proyek,Lokasi,Nilai_Kontrak,Anggaran_APBN,Progres,Kontraktor,Thn_Selesai,Jenis_Subsidi,Anggaran_2025,Anggaran_2026,Volume,Harga_Subsidi,Harga_Pasar,Gap,Jenis_Transfer,Syarat,Penerima,Jenis_Lembaga,Sumber_Dana,Jumlah_Hibah,Peruntukan,Jabatan_Instansi,Jenis_Fasilitas,Spesifikasi,Nilai_Aset,Biaya_Ops_th,Jumlah_Unit,Total_Biaya_Negara
2022,AIH-A8006DFF79AFCA29,,,,,,,,,,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,DRAFT_REVIEW_NEEDS_EVIDENCE,,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",CNN Indonesia,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
