tahun,col,Module,Record,Jenis_Saran,Field,Usulan,Risk,Status,Alias,Canonical,Tipe,Confidence,Aksi
2024,HUNTER-539DDD08D9387AAD,akuntansi,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta",AI_HUNTER_RSS,source_candidate,Orang tua calon mahasiswa Universitas Jember tidak lagi bekerja setelah terkena PHK sejak Oktober 2024. Dapat UKT Kelompok Tinggi. https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,MEDIUM,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-E559A6A7A2456D2D,https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,HISTORICAL_BACKFILL_REQUIRED,70,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2024,HUNTER-C17A54F69736FFE1,audit,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta",AI_HUNTER_RSS,source_candidate,Orang tua calon mahasiswa Universitas Jember tidak lagi bekerja setelah terkena PHK sejak Oktober 2024. Dapat UKT Kelompok Tinggi. https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,MEDIUM,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-AF3986F78E3BE6E2,https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,HISTORICAL_BACKFILL_REQUIRED,70,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2024,HUNTER-245B51D713A89378,audittrail,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta",AI_HUNTER_RSS,source_candidate,Orang tua calon mahasiswa Universitas Jember tidak lagi bekerja setelah terkena PHK sejak Oktober 2024. Dapat UKT Kelompok Tinggi. https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,MEDIUM,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-100B9B230983A843,https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,HISTORICAL_BACKFILL_REQUIRED,70,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2024,HUNTER-83AF38540F9DB011,bea_cukai,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta",AI_HUNTER_RSS,source_candidate,Orang tua calon mahasiswa Universitas Jember tidak lagi bekerja setelah terkena PHK sejak Oktober 2024. Dapat UKT Kelompok Tinggi. https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,MEDIUM,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-06AF2041E9A50381,https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,HISTORICAL_BACKFILL_REQUIRED,70,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2024,HUNTER-C2A43EB0F91221A5,bumn,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta",AI_HUNTER_RSS,source_candidate,Orang tua calon mahasiswa Universitas Jember tidak lagi bekerja setelah terkena PHK sejak Oktober 2024. Dapat UKT Kelompok Tinggi. https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,MEDIUM,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-26F75E64B93C33E3,https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,HISTORICAL_BACKFILL_REQUIRED,70,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2024,HUNTER-1124D05092BC9741,korupsi,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta",AI_HUNTER_RSS,source_candidate,Orang tua calon mahasiswa Universitas Jember tidak lagi bekerja setelah terkena PHK sejak Oktober 2024. Dapat UKT Kelompok Tinggi. https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,MEDIUM,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-3B8D30637F5B1DE0,https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,HISTORICAL_BACKFILL_REQUIRED,70,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2024,HUNTER-D5E2C4365E476CA2,pajak,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta",AI_HUNTER_RSS,source_candidate,Orang tua calon mahasiswa Universitas Jember tidak lagi bekerja setelah terkena PHK sejak Oktober 2024. Dapat UKT Kelompok Tinggi. https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,MEDIUM,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-B28267FB1EC05702,https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,HISTORICAL_BACKFILL_REQUIRED,70,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2024,HUNTER-CFA0F464A3AE2424,parpol,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta",AI_HUNTER_RSS,source_candidate,Orang tua calon mahasiswa Universitas Jember tidak lagi bekerja setelah terkena PHK sejak Oktober 2024. Dapat UKT Kelompok Tinggi. https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,MEDIUM,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-E306BC33841B4F6A,https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,HISTORICAL_BACKFILL_REQUIRED,70,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2024,HUNTER-21D7A422A36F9F62,prog_daerah,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta",AI_HUNTER_RSS,source_candidate,Orang tua calon mahasiswa Universitas Jember tidak lagi bekerja setelah terkena PHK sejak Oktober 2024. Dapat UKT Kelompok Tinggi. https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,MEDIUM,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-DED853160D353AB5,https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,HISTORICAL_BACKFILL_REQUIRED,70,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
2024,HUNTER-6125FB01739CC52D,prog_eksekutif,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta",AI_HUNTER_RSS,source_candidate,Orang tua calon mahasiswa Universitas Jember tidak lagi bekerja setelah terkena PHK sejak Oktober 2024. Dapat UKT Kelompok Tinggi. https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,MEDIUM,DRAFT_REVIEW_NEEDS_EVIDENCE,MR-AI-AEACCE9DCC488B26,https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,HISTORICAL_BACKFILL_REQUIRED,70,AI_AUDIT_AND_MAP_TO_FINAL_MODULE
