tahun,Rank,Entitas,Tipe,Tahun,Temuan_BPK,Tender_Vendor,Dokumen,Korupsi_Historis,Score,Level,Aksi,col,Instansi_Program,Deskripsi,Bukti,Status,Dilaporkan
2022,,,AI_HUNTER_RSS,,,,,,,LOW,,AIH-E58ABCD33BF7F9D7,CNN Indonesia,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022.",https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,DRAFT_REVIEW_NEEDS_CROSSCHECK,2026-07-10
