tahun,col,Presiden_Era,Periode,Program_Unggulan,Est_Anggaran,Capaian,Aksi,Kementerian,Program,Target,Anggaran,Status,Misi,Program_Turunan,Anggaran_2026,PIC,Dasar_Hukum,Output,Sumber_Dana,Keterangan
2026,AIH-31B46993D2DDECFD,,,,,,,,"Purbaya Ungkap Dampak MBG di Jateng, Ciptakan 193 Ribu Lowongan Kerja",,,DRAFT_REVIEW_NEEDS_EVIDENCE,,,,,https://www.cnbcindonesia.com/news/20260703172118-4-747928/purbaya-ungkap-dampak-mbg-di-jateng-ciptakan-193-ribu-lowongan-kerja,"Menteri Keuangan Purbaya Yudhi Sadewa mengungkapkan program Makan Bergizi Gratis di Jateng telah menjangkau 9,16 juta penerima manfaat hingga 2026.",APBN/APBD_NEEDS_MAPPING,AI_HUNTER_RSS
2026,AIH-5FB7CFAB2CDF7D8C,,,,,,,,Lautan Manusia! Ribuan Pengunjung Padat Sesak di Jakarta Fair PRJ 2026,,Rp 2.026.000.000.000.000,DRAFT_REVIEW_NEEDS_EVIDENCE,,,,,https://www.cnbcindonesia.com/news/20260704185709-7-748062/lautan-manusia-ribuan-pengunjung-padat-sesak-di-jakarta-fair-prj-2026,Pramono menargetkan Jakarta Fair 2026 mampu menarik lebih dari 6 juta pengunjung dengan nilai transaksi melampaui Rp8 triliun.,APBN/APBD_NEEDS_MAPPING,AI_HUNTER_RSS
2026,AIH-7E04519ABA7C04A1,,,,,,,,"Akhir Pekan Tiba, Waktunya Belanja Murah di Transmart Full Day Sale!",,,DRAFT_REVIEW_NEEDS_EVIDENCE,,,,,https://www.cnbcindonesia.com/news/20260704141229-4-748035/akhir-pekan-tiba-waktunya-belanja-murah-di-transmart-full-day-sale,Manfaatkan Transmart Full Day Sale pada 5 Juli 2026 dengan diskon hingga 50% + 20% untuk kebutuhan sehari-hari dan elektronik. Promo berlaku hingga pukul 22.00!,APBN/APBD_NEEDS_MAPPING,AI_HUNTER_RSS
2026,AIH-B80C2B969A31798E,,,,,,,,"Bayar Pajak Kendaraan di PRJ 2026, Bebas Denda dan Dapat Suvenir",,,DRAFT_REVIEW_NEEDS_EVIDENCE,,,,,https://www.cnbcindonesia.com/news/20260704140237-4-748034/bayar-pajak-kendaraan-di-prj-2026-bebas-denda-dapat-suvenir,Pemprov DKI Jakarta hapus sanksi administrasi pajak kendaraan hingga 31 Agustus 2026. Bayar pajak di Gerai Samsat PRJ sambil menikmati pameran.,APBN/APBD_NEEDS_MAPPING,AI_HUNTER_RSS
