tahun,col,Jenis_Pajak,Objek_Sasaran,Tarif,Tahun,Bulan,Nilai,Aksi
2016,BASELINE-FISCAL-PAJAK-2016,Penerimaan Perpajakan,Baseline agregat tahunan penerimaan pajak 2016; BASELINE_REVIEW_BPS_KEMENKEU_APBN_KITA_NOTA_KEUANGAN,,2016,12,1105800000000000,BASELINE_REVIEW
