tahun,Bln_Thn,Akun,Keterangan,Kredit_Rp,Status,Tgl,No_Bukti,Debet,Kredit,Saldo,Aksi,Modul,ID,Data,Dihapus_Pada
2022,0/2022,AI_HUNTER_DRAFT,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-11,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,,,,AUDIT_VALIDATE_PROMOTE,akuntansi,MR-AI-A6E77AEA0DFE3C47,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. CNN Indonesia",
2022,0/2022,AI_HUNTER_DRAFT,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-11,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,,,,AUDIT_VALIDATE_PROMOTE,audit,MR-AI-81492954B3AE4FEC,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. CNN Indonesia",
2022,0/2022,AI_HUNTER_DRAFT,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-11,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,,,,AUDIT_VALIDATE_PROMOTE,audittrail,MR-AI-1BE25764387F7206,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. CNN Indonesia",
2022,0/2022,AI_HUNTER_DRAFT,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-11,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,,,,AUDIT_VALIDATE_PROMOTE,bea_cukai,MR-AI-BD8BFE3EB4A33DD8,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. CNN Indonesia",
2022,0/2022,AI_HUNTER_DRAFT,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-11,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,,,,AUDIT_VALIDATE_PROMOTE,bumn,MR-AI-99B921F700498F4C,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. CNN Indonesia",
2022,0/2022,AI_HUNTER_DRAFT,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-11,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,,,,AUDIT_VALIDATE_PROMOTE,pajak,MR-AI-4C4E2D5851E5D2C4,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. CNN Indonesia",
2022,0/2022,AI_HUNTER_DRAFT,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-11,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,,,,AUDIT_VALIDATE_PROMOTE,parpol,MR-AI-866B9FB6793F493D,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. CNN Indonesia",
2022,0/2022,AI_HUNTER_DRAFT,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-11,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,,,,AUDIT_VALIDATE_PROMOTE,prog_daerah,MR-AI-BDE455BD7925DD59,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. CNN Indonesia",
2022,0/2022,AI_HUNTER_DRAFT,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-11,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,,,,AUDIT_VALIDATE_PROMOTE,prog_eksekutif,MR-AI-0EEC450C5E89FE36,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. CNN Indonesia",
2022,0/2022,AI_HUNTER_DRAFT,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",,DRAFT_REVIEW_NEEDS_EVIDENCE,2026-07-11,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,,,,AUDIT_VALIDATE_PROMOTE,prog_legislatif,MR-AI-7D521A27D9215C68,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. CNN Indonesia",
