tahun,col,Provinsi,Gubernur,Program_Unggulan,APBD,Capaian,Aksi,Kab_Kota,Bupati_Walkot,Tingkat,Program,Sumber_Dana,Besaran,Keterangan,Dasar_Hukum,Anggaran,Output,Status
2024,AIH-42681CA85979AD86,,,,,,,,,,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta",APBN/APBD_NEEDS_MAPPING,,AI_HUNTER_RSS,https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,,Orang tua calon mahasiswa Universitas Jember tidak lagi bekerja setelah terkena PHK sejak Oktober 2024. Dapat UKT Kelompok Tinggi.,DRAFT_REVIEW_NEEDS_EVIDENCE
