tahun,col,Tahun,Bulan,Jenis,Importir_Eksportir,Komoditas,HS_Code,Pelabuhan,Nilai_Barang,Penerimaan,Dokumen,Status,Aksi,Severity,Entitas,Indikasi,Risk,Evidence,Kasus,Modus,Potensi_Kerugian,Instansi,Putusan_Sumber
2022,AIH-4DC278888483F6D2,2022,0,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",,,,,,,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,DRAFT_REVIEW_NEEDS_EVIDENCE,,LOW,,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022.",,CNN Indonesia,,,,,
