tahun,col,Jenis_Pajak,Objek_Sasaran,Tarif,Tahun,Bulan,Nilai,Aksi
2018,BASELINE-FISCAL-PAJAK-2018,Penerimaan Perpajakan,Baseline agregat tahunan penerimaan pajak 2018; BASELINE_REVIEW_BPS_KEMENKEU_APBN_KITA_NOTA_KEUANGAN,,2018,12,1518800000000000,BASELINE_REVIEW
