tahun,col,Tahun,Bulan,Jenis,Importir_Eksportir,Komoditas,HS_Code,Pelabuhan,Nilai_Barang,Penerimaan,Dokumen,Status,Aksi,Severity,Entitas,Indikasi,Risk,Evidence,Kasus,Modus,Potensi_Kerugian,Instansi,Putusan_Sumber
2024,AIH-C11B5A6BC5F75A2E,2024,0,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta",,,,,,,https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta,DRAFT_REVIEW_NEEDS_EVIDENCE,,MEDIUM,,Orang tua calon mahasiswa Universitas Jember tidak lagi bekerja setelah terkena PHK sejak Oktober 2024. Dapat UKT Kelompok Tinggi.,,Tempo,,,,,
