tahun,col,Nama_Vendor,NPWP,Direktur_Utama,Alamat,Pemilik_PSP,Total_Kontrak,Instansi,Nilai_Total,Frek,Risk_Score,Status,Aksi
2024,AIH-E75D2BF275FE655F,AI_HUNTER_NEEDS_VENDOR_EXTRACTION,,,,,,Tempo,,,70,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta https://nasional.tempo.co/read/2110336/ortu-tak-kerja-calon-mahasiswa-unej-dapat-ukt-rp-6-juta",
