tahun,col,Jenis_Pajak,Objek_Sasaran,Tarif,Tahun,Bulan,Nilai,Aksi
2020,BASELINE-FISCAL-PAJAK-2020,Penerimaan Perpajakan,Baseline agregat tahunan penerimaan pajak 2020; BASELINE_REVIEW_BPS_KEMENKEU_APBN_KITA_NOTA_KEUANGAN,,2020,12,1285100000000000,BASELINE_REVIEW
