tahun,col,Tipe,Instansi_Program,Deskripsi,Bukti,Level,Status,Dilaporkan,Aksi
2022,AIH-C10C8A720D569A02,AI_HUNTER_RSS,CNN Indonesia,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022.",https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,LOW,DRAFT_REVIEW_NEEDS_CROSSCHECK,2026-07-14,
