tahun,col,Sektor,Komoditas_Sumber,Keterangan,Tahun,Bulan,Nilai_Ekonomi,Aksi
2025,BASELINE-FISCAL-SDA-2025,PNBP Sumber Daya Alam,Agregat SDA,Baseline agregat tahunan hasil SDA 2025; BASELINE_REVIEW_BPS_KEMENKEU_APBN_KITA_NOTA_KEUANGAN,2025,12,217300000000000,BASELINE_REVIEW
