tahun,col,Sektor,Komoditas_Sumber,Keterangan,Tahun,Bulan,Nilai_Ekonomi,Aksi
2019,BASELINE-FISCAL-SDA-2019,PNBP Sumber Daya Alam,Agregat SDA,Baseline agregat tahunan hasil SDA 2019; BASELINE_REVIEW_BPS_KEMENKEU_APBN_KITA_NOTA_KEUANGAN,2019,12,154900000000000,BASELINE_REVIEW
