tahun,col,Level,Jabatan,Gaji_Holding,Gaji_Anak_Usaha,Fasilitas,Aksi
2022,AIH-7C9665BA2D17FB5F,AI_HUNTER_SIGNAL,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",,,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022. https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-ga",
