tahun,col,Tanggal,Bulan,Tahun,No_Bukti,No_DIPA,No_SPM,No_SP2D,No_Kontrak,PJ,Akun,Kode_Akun,Sektor,Keterangan,Debet_Rp,Kredit_Rp,Saldo_Rp,Dokumen,Status,Aksi,Sektor_Program,Pagu_APBN,Realisasi,Sisa,Serapan
2022,BASELINE-FISCAL-AKUNTANSI-2022,2022-12-31,12,2022,,,,,,,,,Belanja Negara,Baseline agregat tahunan Belanja APBN 2022,3096300000000000,,,BASELINE_REVIEW_BPS_KEMENKEU_APBN_KITA_NOTA_KEUANGAN,BASELINE_REVIEW,AUTO_SEED_FISCAL_BASELINE,APBN,3096300000000000,3096300000000000,,
