tahun,col,Nama_Vendor,NPWP,Direktur_Utama,Alamat,Pemilik_PSP,Total_Kontrak,Instansi,Nilai_Total,Frek,Risk_Score,Status,Aksi
2022,AIH-A0278D223317AE30,AI_HUNTER_NEEDS_VENDOR_EXTRACTION,,,,,,CNN Indonesia,,,67,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-l",
