tahun,col,Sektor,Komoditas_Sumber,Keterangan,Tahun,Bulan,Nilai_Ekonomi,Aksi
2017,BASELINE-FISCAL-SDA-2017,PNBP Sumber Daya Alam,Agregat SDA,Baseline agregat tahunan hasil SDA 2017; BASELINE_REVIEW_BPS_KEMENKEU_APBN_KITA_NOTA_KEUANGAN,2017,12,111100000000000,BASELINE_REVIEW
