tahun,col,Jenis_Pajak,Objek_Sasaran,Tarif,Tahun,Bulan,Nilai,Aksi
2025,BASELINE-FISCAL-PAJAK-2025,Penerimaan Perpajakan,Baseline agregat tahunan penerimaan pajak 2025; BASELINE_REVIEW_BPS_KEMENKEU_APBN_KITA_NOTA_KEUANGAN,,2025,12,2490900000000000,BASELINE_REVIEW
