tahun,col,Sektor,Komoditas_Sumber,Keterangan,Tahun,Bulan,Nilai_Ekonomi,Aksi
2016,BASELINE-FISCAL-SDA-2016,PNBP Sumber Daya Alam,Agregat SDA,Baseline agregat tahunan hasil SDA 2016; BASELINE_REVIEW_BPS_KEMENKEU_APBN_KITA_NOTA_KEUANGAN,2016,12,64900000000000,BASELINE_REVIEW
