tahun,col,Level,Jabatan,Gaji_Holding,Gaji_Anak_Usaha,Fasilitas,Aksi
2024,AIH-8C1EFB73BB081B2D,AI_HUNTER_SIGNAL,"Ortu Tak Kerja, Calon Mahasiswa Unej Dapat UKT Rp 6 Juta",,,Orang tua calon mahasiswa Universitas Jember tidak lagi bekerja setelah terkena PHK sejak Oktober 2024. Dapat UKT Kelompok Tinggi. https://nasional.tempo.co/read/2110336/ortu-tak-k,
