tahun,col,Provinsi,Gubernur,Program_Unggulan,APBD,Capaian,Aksi,Kab_Kota,Bupati_Walkot,Tingkat,Program,Sumber_Dana,Besaran,Keterangan,Dasar_Hukum,Anggaran,Output,Status
2022,AIH-4FEB10B83EBCE365,,,,,,,,,,"Viral Gaji Dosen Unair Rp2,6 Juta Meski Lulusan Luar-16 Tahun Kerja",APBN/APBD_NEEDS_MAPPING,,AI_HUNTER_RSS,https://www.cnnindonesia.com/nasional/20260704100820-12-1376760/viral-gaji-dosen-unair-rp26-juta-meski-lulusan-luar-16-tahun-kerja,,"Saat jadi saksi uji materi UU Dosen dan Guru di MK, dosen Unair Cenuk mengaku digaji Rp2,6 juta sejak 2022.",DRAFT_REVIEW_NEEDS_EVIDENCE
